Year,Tournamment,Team,Player,G,W,L,WR,K,D,A,KDA,CS,CS/M,G,G/M,DMG,DMG/M,KPAR,KS,GS,CP,Champs,Role
2021,Spring_Season,SBTC Esports,Dia1,35,17,18,48.6%,2.91,3.09,5.43,2.7,264.8,8.62,12.3,400,17.2k,559.6,59.5%,20.8%,22%,17,"['Syndra', 'Viktor', 'Azir']",Top Laner
2021,Spring_Season,SBTC Esports,Yijin,35,17,18,48.6%,2.14,3.03,6.46,2.84,181.69,5.92,10.2,334,9.2k,298.9,61.3%,15.3%,18.3%,11,"['Hecarim', 'Gragas', 'Udyr']",Jungler
2021,Spring_Season,SBTC Esports,ZerosS,32,15,17,46.9%,2.75,3.25,4.91,2.36,259.28,8.47,12.4,404,15.3k,500.2,54.7%,19.6%,22.2%,12,"['Gnar', 'Renekton', 'Jayce']",Top Laner
2021,Spring_Season,SBTC Esports,Slay,28,16,12,57.1%,1,3.54,8.29,2.63,36.5,1.16,7.5,238,5.5k,174.2,61.5%,6.6%,12.9%,8,"['Alistar', 'Sett', 'Rell']",Support
2021,Spring_Season,SBTC Esports,Venus,5,1,4,20%,1,3,4.6,1.87,41.4,1.47,6.6,234,3.2k,114.8,59.6%,10.6%,13.7%,5,"['Rakan', 'Nautilus', 'Galio']",Support
2021,Spring_Season,SBTC Esports,Petland,3,2,1,66.7%,2.67,2.67,5.67,3.13,244.33,7.66,12.1,379,18.9k,592.5,58.1%,18.6%,21.2%,2,"['Viktor', 'Galio']",Mid Laner
2021,Spring_Season,SBTC Esports,Noway,2,0,2,0%,0,4,7.5,1.88,37,1.35,5.8,212,3.6k,133.4,71.4%,0%,12.8%,1,['Alistar'],Support
2021,Spring_Season,Team Flash.Vietnam,Meliodas,38,14,24,36.8%,2.82,2,6.63,4.72,190.87,6.15,10.7,346,10.5k,336.9,68.4%,20.4%,19.6%,9,"['Udyr', 'Lillia', 'Nidalee']",Jungler
2021,Spring_Season,Team Flash.Vietnam,Palette,38,14,24,36.8%,1.34,3.63,7.89,2.54,47.26,1.52,7.7,249,6.8k,218.3,66.9%,9.7%,14.1%,14,"['Gragas', 'Galio', 'Rakan']",Support
2021,Spring_Season,Team Flash.Vietnam,Yoshino,38,14,24,36.8%,2.58,3.84,5.26,2.04,227.37,7.33,11.3,365,15.4k,497.9,56.8%,18.7%,20.7%,12,"['Renekton', 'Gnar', 'Gragas']",Top Laner
2021,Spring_Season,Team Flash.Vietnam,Divkid,35,13,22,37.1%,5.31,3.63,3.86,2.53,291.97,9.37,14,450,16.2k,520.3,64.3%,37.3%,25.3%,8,"[""Kai'Sa"", 'Tristana', 'Samira']",Bot Laner
2021,Spring_Season,Team Flash.Vietnam,Pake,30,11,19,36.7%,2.07,2.97,6.13,2.76,254.27,8.15,11.5,369,15.2k,485.7,58.6%,14.8%,21%,8,"['Orianna', 'Azir', 'Viktor']",Mid Laner
2021,Spring_Season,Team Flash.Vietnam,Stark,11,4,7,36.4%,1.91,3.82,4.55,1.69,219.82,7.32,10.5,350,10.2k,339.8,54.2%,16%,19.9%,9,"['Renekton', 'Ryze', 'Jayce']",Mid Laner
2021,Spring_Season,Team Secret (Vietnamese Team),Artifact,37,19,18,51.4%,3.54,2.32,5.97,4.09,254.24,8.29,12.1,394,16k,522.9,65.8%,24.5%,21.7%,16,"['Syndra', 'Orianna', 'Lucian']",Mid Laner
2021,Spring_Season,Team Secret (Vietnamese Team),DNK,37,19,18,51.4%,2.78,2.27,6.81,4.23,202.35,6.6,11.1,362,10.5k,341.5,66.4%,19.3%,19.9%,10,"['Udyr', 'Lillia', 'Olaf']",Jungler
2021,Spring_Season,Team Secret (Vietnamese Team),CBL,36,19,17,52.8%,0.92,3.31,8.94,2.98,39.67,1.3,7.4,240,5k,164.3,67.6%,6.3%,13.2%,10,"['Sett', 'Galio', 'Thresh']",Support
2021,Spring_Season,Team Secret (Vietnamese Team),Slayder,30,15,15,50%,5.07,2.5,4.47,3.81,289.17,9.41,13.8,451,14.2k,460.9,67.3%,35.8%,24.9%,9,"[""Kai'Sa"", 'Xayah', 'Tristana']",Bot Laner
2021,Spring_Season,Team Secret (Vietnamese Team),Coated,25,14,11,56%,2.2,3.52,5.04,2.06,230.4,7.65,11.4,377,13.5k,447.3,50.1%,15.2%,20.5%,7,"['Camille', 'Gnar', 'Renekton']",Top Laner
2021,Spring_Season,Team Secret (Vietnamese Team),Nagiya,12,5,7,41.7%,1.75,3.75,6.5,2.2,231.42,7.27,11.3,356,12.1k,379.4,56.9%,12.1%,20.1%,6,"['Renekton', 'Gnar', 'Sion']",Top Laner
2021,Spring_Season,Team Secret (Vietnamese Team),Eddie,7,4,3,57.1%,5.43,1.71,5.57,6.42,272.43,8.95,13.7,450,16.4k,538.2,70%,34.5%,24.4%,2,"[""Kai'Sa"", 'Jinx']",Bot Laner
2021,Spring_Season,Team Secret (Vietnamese Team),Phi1,1,0,1,0%,2,8,0,0.25,43,1.3,6.9,208,3.4k,102.7,20%,20%,12%,1,['Leona'],Support
2021,Spring_Playoffs,CERBERUS Esports (Vietnamese Team),Artemis,9,3,6,33.3%,5.56,3.22,4.78,3.21,300.78,9.55,14.5,459,21.4k,680,76.2%,41%,26.9%,6,"['Jinx', ""Kai'Sa"", 'Xayah']",Bot Laner
2021,Spring_Playoffs,CERBERUS Esports (Vietnamese Team),Pun,9,3,6,33.3%,2.11,4.56,5.89,1.76,219,6.95,10.7,340,14.4k,455.8,59%,15.6%,20%,6,"['Ornn', 'Sion', 'Wukong']",Top Laner
2021,Spring_Playoffs,CERBERUS Esports (Vietnamese Team),Yado,9,3,6,33.3%,2.11,4.22,6.33,2,239.11,7.59,11.2,354,15.6k,494.3,62.3%,15.6%,20.8%,8,"['Ryze', 'Renekton', 'Seraphine']",Mid Laner
2021,Spring_Playoffs,CERBERUS Esports (Vietnamese Team),RonOP,8,3,5,37.5%,1,5,8.88,1.98,31.75,0.98,7.4,227,5.2k,159,65.3%,6.6%,13.1%,4,"['Thresh', 'Alistar', 'Blitzcrank']",Support
2021,Spring_Playoffs,CERBERUS Esports (Vietnamese Team),Xuhao,7,3,4,42.9%,3.14,2.86,5.86,3.15,173.14,5.46,10.4,328,11.4k,359.6,68.5%,23.9%,19.3%,4,"['Volibear', 'Udyr', 'Elise']",Jungler
2021,Spring_Playoffs,CERBERUS Esports (Vietnamese Team),EGO,2,0,2,0%,2,7,7.5,1.36,187,6.1,9.9,323,10k,326.6,63.3%,13.3%,18.5%,2,"['Udyr', 'Hecarim']",Jungler
2021,Spring_Playoffs,CERBERUS Esports (Vietnamese Team),Hieu3,1,0,1,0%,0,2,0,0,17,0.74,4.8,207,4.1k,177.3,0%,0%,14.7%,1,['Rakan'],Support
2021,Spring_Playoffs,GAM Esports,Bie,7,6,1,85.7%,1.29,1.29,11.29,9.78,86.71,3.23,8.1,302,5.6k,209.5,66.2%,6.8%,15.4%,4,"['Alistar', 'Tahm Kench', 'Rakan']",Support
2021,Spring_Playoffs,GAM Esports,Kati,7,6,1,85.7%,3.57,2.86,9,4.4,200.43,7.47,10.5,391,12.1k,452,66.2%,18.8%,19.9%,4,"['Galio', 'Sett', 'Lucian']",Mid Laner
2021,Spring_Playoffs,GAM Esports,Kiaya,7,6,1,85.7%,3.43,2.14,6.43,4.6,222.57,8.29,10.9,407,12.2k,455.4,51.9%,18%,20.7%,4,"['Urgot', 'Renekton', 'Aatrox']",Top Laner
2021,Spring_Playoffs,GAM Esports,Levi,7,6,1,85.7%,5.29,2.29,9,6.25,197,7.34,11.2,415,13.9k,518.7,75.2%,27.8%,21.1%,3,"['Hecarim', 'Karthus', 'Gragas']",Jungler
2021,Spring_Playoffs,GAM Esports,Sty1e,7,6,1,85.7%,5.43,2.43,8.71,5.82,189.29,7.05,12.1,449,16.4k,609.3,74.4%,28.6%,22.9%,3,"[""Kai'Sa"", 'Senna', 'Tristana']",Bot Laner
2021,Spring_Playoffs,Saigon Buffalo,Arrietty,8,4,4,50%,4.5,3.13,6.38,3.48,251.75,8.66,12.2,420,14.5k,498,66.9%,27.7%,23.4%,5,"['Tristana', 'Jinx', ""Kai'Sa""]",Bot Laner
2021,Spring_Playoffs,Saigon Buffalo,BeanJ,8,4,4,50%,2.88,2.88,8.5,3.96,174.13,5.99,10,344,10.4k,357.8,70%,17.7%,19.2%,5,"['Udyr', 'Olaf', 'Lillia']",Jungler
2021,Spring_Playoffs,Saigon Buffalo,Hasmed,8,4,4,50%,4.75,2.25,5.38,4.5,233.75,8.04,11.9,410,14.3k,493,62.3%,29.2%,22.8%,5,"['Aatrox', 'Gnar', 'Sylas']",Top Laner
2021,Spring_Playoffs,Saigon Buffalo,Taki,8,4,4,50%,1.13,3.13,10.75,3.8,31.88,1.1,7.2,248,5.3k,183.9,73.1%,6.9%,13.8%,4,"['Alistar', 'Rell', 'Thresh']",Support
2021,Spring_Playoffs,Saigon Buffalo,Froggy,7,4,3,57.1%,3.14,2.86,8.29,4,220.71,7.55,11,375,15k,512,66.7%,18.3%,20.6%,6,"['Yone', 'Viktor', 'Galio']",Mid Laner
2021,Spring_Playoffs,Saigon Buffalo,Rby,1,0,1,0%,2,4,6,2,217,7.75,9.9,354,17k,607.8,80%,20%,22.2%,1,['Zoe'],Mid Laner
2021,Spring_Playoffs,Team Secret (Vietnamese Team),Artifact,8,3,5,37.5%,4.38,2.25,5.25,4.28,251.75,8.44,12.5,419,17.8k,596.4,59.2%,26.9%,22.9%,7,"['Orianna', 'Akali', 'Twisted Fate']",Mid Laner
2021,Spring_Playoffs,Team Secret (Vietnamese Team),CBL,8,3,5,37.5%,0.88,4.13,10.13,2.67,34,1.14,7.3,246,6.6k,220.2,67.7%,5.4%,13.5%,6,"['Thresh', 'Sett', 'Rakan']",Support
2021,Spring_Playoffs,Team Secret (Vietnamese Team),DNK,8,3,5,37.5%,3.63,3.25,7.38,3.38,172.38,5.78,10.6,355,13.1k,438.5,67.7%,22.3%,19.4%,6,"['Hecarim', 'Olaf', 'Lee Sin']",Jungler
2021,Spring_Playoffs,Team Secret (Vietnamese Team),Slayder,8,3,5,37.5%,4,3.75,4.5,2.27,263.63,8.84,12.6,424,13.4k,450.6,52.3%,24.6%,23.2%,5,"[""Kai'Sa"", 'Jinx', 'Samira']",Bot Laner
2021,Spring_Playoffs,Team Secret (Vietnamese Team),Nagiya,4,2,2,50%,5.25,4.5,9,3.17,239.5,7.12,13.4,399,22.6k,671.6,58.8%,21.6%,20.7%,3,"['Gnar', 'Aatrox', 'Mordekaiser']",Top Laner
2021,Spring_Playoffs,Team Secret (Vietnamese Team),Coated,4,1,3,25%,1.5,4,1.5,0.75,217.5,8.35,9.4,362,13k,499.1,36.4%,18.2%,21.3%,3,"['Gnar', 'Sion', 'Jayce']",Top Laner
2021,Summer_Promotion,Box Gaming,KidA,11,3,8,27.3%,3.36,2.91,5.55,3.06,250.45,8.05,12,387,12.5k,401.7,72.1%,27.2%,21.8%,9,"['Orianna', 'Lucian', 'Karma']",Mid Laner
2021,Summer_Promotion,Box Gaming,Yashiro,11,3,8,27.3%,3.27,2.27,4.73,3.52,295.73,9.51,13.3,429,15.1k,484.6,64.7%,26.5%,24.1%,4,"[""Kai'Sa"", 'Xayah', 'Aphelios']",Bot Laner
2021,Summer_Promotion,Box Gaming,Soraaa,11,3,8,27.3%,0.55,3.45,7.82,2.42,50,1.61,7.3,236,3.7k,119.2,67.6%,4.4%,13.3%,6,"['Alistar', 'Nautilus', 'Leona']",Support
2021,Summer_Promotion,Box Gaming,SP0T,11,3,8,27.3%,2.64,2.64,5.45,3.07,224.91,7.23,11.1,355,10.8k,348.6,65.4%,21.3%,20%,5,"['Rumble', 'Udyr', 'Morgana']",Jungler
2021,Summer_Promotion,Box Gaming,Simon,7,3,4,42.9%,2.71,3.57,5.14,2.2,245.57,7.88,12,384,12.7k,409,55%,19%,20.9%,4,"['Renekton', 'Volibear', 'Urgot']",Top Laner
2021,Summer_Promotion,Box Gaming,Pen,4,0,4,0%,2.25,3.75,2.5,1.27,247.75,7.99,11,353,15.2k,490.8,52.8%,25%,21%,3,"['Jayce', 'Aatrox', 'Gragas']",Top Laner
2021,Summer_Promotion,Burst The Sky Esports,Draktharr,9,6,3,66.7%,2.89,3.22,9.22,3.76,203.33,6.6,11,358,12.8k,416.5,72.2%,17.2%,19.1%,3,"['Morgana', 'Udyr', 'Rumble']",Jungler
2021,Summer_Promotion,Burst The Sky Esports,Elio,9,6,3,66.7%,1.22,3.11,10.44,3.75,55.11,1.79,7.9,255,5k,161.1,69.5%,7.3%,13.6%,6,"['Rell', 'Rakan', 'Tahm Kench']",Support
2021,Summer_Promotion,Burst The Sky Esports,Gloryy,9,6,3,66.7%,4.33,3.33,6.89,3.37,297.22,9.64,13.8,447,15.5k,502.7,66.9%,25.8%,23.9%,7,"['Tristana', 'Viktor', 'Jayce']",Mid Laner
2021,Summer_Promotion,Burst The Sky Esports,Vinboiz,9,6,3,66.7%,5.33,1.89,5.33,5.65,252.89,8.21,13.2,428,14.7k,476.1,63.6%,31.8%,22.9%,3,"[""Kai'Sa"", 'Xayah', 'Senna']",Bot Laner
2021,Summer_Promotion,Burst The Sky Esports,RyuK,7,5,2,71.4%,2.29,3,5.57,2.62,242.29,8.23,11.4,386,13.8k,467.9,50%,14.5%,20.4%,6,"['Renekton', 'Aatrox', 'Volibear']",Top Laner
2021,Summer_Promotion,Burst The Sky Esports,Cehin,2,1,1,50%,5.5,3,7,4.17,250,7.02,13.3,374,11.7k,328.6,61%,26.8%,20.6%,1,['Urgot'],Top Laner
2021,Summer_Promotion,Genius Esports,Hai3,8,2,6,25%,0.63,4.75,7.38,1.68,31.38,1.08,6.4,222,4.6k,157.8,64%,5%,13.1%,5,"['Alistar', 'Nautilus', 'Rell']",Support
2021,Summer_Promotion,Genius Esports,KEIKO,8,2,6,25%,1.5,4.13,6.38,1.91,175.75,6.05,9.1,313,10.6k,364,63%,12%,18.5%,6,"['Ornn', 'Galio', 'Sett']",Mid Laner
2021,Summer_Promotion,Genius Esports,nPER,8,2,6,25%,2.38,4,5,1.84,223.25,7.68,10.8,371,9.7k,334.3,59%,19%,22%,7,"['Lee Sin', 'Akali', 'Yone']",Top Laner
2021,Summer_Promotion,Genius Esports,Sevenk,8,2,6,25%,3.38,4.5,5.13,1.89,178.75,6.15,10.1,348,12.8k,438.8,68%,27%,20.6%,5,"['Rumble', 'Kindred', 'Lillia']",Jungler
2021,Summer_Promotion,Genius Esports,Vitt,6,2,4,33.3%,5.33,3.67,4.5,2.68,291.5,9.66,13.6,451,14.3k,474.9,72%,39%,26.1%,4,"['Xayah', ""Kai'Sa"", 'Kalista']",Bot Laner
2021,Summer_Promotion,Genius Esports,Hinnn,2,0,2,0%,2.5,4,2.5,1.25,210,8.17,9.5,369,10.1k,392.3,55.6%,27.8%,23.9%,1,"[""Kai'Sa""]",
2021,Summer_Promotion,Luxury Esports,Bisboo,6,6,0,100%,1.33,2.5,14.67,6.4,40,1.43,7.8,278,5.4k,194.2,58.5%,4.9%,13.2%,3,"['Leona', 'Nautilus', 'Rell']",
2021,Summer_Promotion,Luxury Esports,Blazess,6,6,0,100%,6,2.5,12.67,7.47,228.5,8.18,12.5,448,18.5k,662.6,68.3%,22%,21.2%,5,"['Zoe', 'Orianna', 'Jayce']",
2021,Summer_Promotion,Luxury Esports,Coateddd,6,6,0,100%,5.17,2.33,7.83,5.57,219,7.84,12.8,457,16.3k,583.8,47.6%,18.9%,21.6%,4,"['Aatrox', 'Jayce', 'Irelia']",
2021,Summer_Promotion,Luxury Esports,Killerqueenn,6,6,0,100%,6.67,4.83,11.17,3.69,169.67,6.07,11.6,416,16.2k,581,65.2%,24.4%,19.7%,3,"['Rumble', 'Kindred', 'Nidalee']",
2021,Summer_Promotion,Luxury Esports,Shinee,6,6,0,100%,8.17,2.33,9,7.36,252.17,9.02,14.3,512,17.7k,633.5,62.8%,29.9%,24.3%,4,"[""Kai'Sa"", 'Tristana', 'Varus']",Bot Laner
2021,Winter_Season,Burst The Sky Esports,Aomine,34,18,16,52.9%,4.94,1.76,5.26,5.78,280.76,9.23,13.7,450,14.9k,490,63.8%,30.9%,24.2%,9,"['Jhin', ""Kai'Sa"", 'Lucian']",Bot Laner
2021,Winter_Season,Burst The Sky Esports,Draktharr,34,18,16,52.9%,3.71,2.91,7.41,3.82,187.29,6.16,11.3,371,10.7k,353.1,69.5%,23.2%,19.9%,7,"['Lee Sin', 'Xin Zhao', 'Graves']",Jungler
2021,Winter_Season,Burst The Sky Esports,Elio,34,18,16,52.9%,0.74,3.41,9.32,2.95,35.06,1.15,7.4,242,4.6k,151.3,62.9%,4.6%,13%,10,"['Leona', 'Rell', 'Thresh']",Support
2021,Winter_Season,Burst The Sky Esports,Gloryy,34,18,16,52.9%,3.97,2.53,6.44,4.12,275.29,9.05,13,429,16.3k,536.5,65.1%,24.8%,23%,14,"['Ryze', 'Sylas', 'LeBlanc']",Mid Laner
2021,Winter_Season,Burst The Sky Esports,Ryuk,32,16,16,50%,2.66,3.34,4.81,2.23,217,7.12,11.2,367,12.1k,396.8,46.6%,16.6%,19.8%,9,"['Renekton', 'Gnar', 'Jax']",Top Laner
2021,Winter_Season,Burst The Sky Esports,Cehin,2,2,0,100%,2.5,3.5,6,2.43,242.5,8.2,12,404,16.7k,565.9,54.8%,16.1%,20.2%,2,"['Jayce', 'Renekton']",Top Laner
2021,Winter_Season,CERBERUS Esports (Vietnamese Team),Artemis,33,26,7,78.8%,7.48,2.15,6.61,6.55,305.45,10.03,15.7,516,22.8k,748,71.4%,37.9%,26.5%,13,"['Jinx', 'Caitlyn', 'Lucian']",Bot Laner
2021,Winter_Season,CERBERUS Esports (Vietnamese Team),EGO,33,26,7,78.8%,4.55,3,9.15,4.57,199.64,6.55,12.1,398,12.4k,408.6,69.4%,23%,20.4%,8,"['Lee Sin', 'Viego', 'Jarvan IV']",Jungler
2021,Winter_Season,CERBERUS Esports (Vietnamese Team),RonOP,33,26,7,78.8%,0.82,2.79,12.27,4.7,31.36,1.03,7.5,247,4.2k,139.2,66.4%,4.1%,12.7%,7,"['Alistar', 'Thresh', 'Leona']",Support
2021,Winter_Season,CERBERUS Esports (Vietnamese Team),Yado,33,26,7,78.8%,3.82,2.27,8.61,5.47,248.88,8.17,12.6,412,20.1k,659.1,63%,19.4%,21.1%,9,"['LeBlanc', 'Viktor', 'Ryze']",Mid Laner
2021,Winter_Season,CERBERUS Esports (Vietnamese Team),Pun,30,24,6,80%,3.1,3.03,7.1,3.36,215.93,7.17,11.4,378,15.4k,511.1,51%,15.5%,19.3%,10,"['Renekton', 'Camille', 'Dr. Mundo']",Top Laner
2021,Winter_Season,CERBERUS Esports (Vietnamese Team),Poss,3,2,1,66.7%,2.33,5,7,1.87,243.33,7.15,12.2,358,18.9k,554.7,54.9%,13.7%,19.6%,3,"['Renekton', 'Camille', 'Kennen']",Top Laner
2021,Winter_Season,GAM Esports,Bie,31,23,8,74.2%,1.26,2.19,11.61,5.87,33.19,1.15,7.5,260,5.6k,194.9,64.8%,6.3%,13.2%,14,"['Alistar', 'Rell', 'Leona']",Support
2021,Winter_Season,GAM Esports,Kiaya,31,23,8,74.2%,4.13,3.13,6.48,3.39,240.23,8.32,12.3,427,15.9k,549.4,53.4%,20.8%,21.7%,10,"['Jayce', 'Renekton', 'Jax']",Top Laner
2021,Winter_Season,GAM Esports,Levi,31,23,8,74.2%,4.97,2.87,9.23,4.94,181.1,6.27,11.8,407,13.3k,460.6,71.4%,25%,20.7%,12,"['Zed', 'Jarvan IV', 'Viego']",Jungler
2021,Winter_Season,GAM Esports,Kati,29,21,8,72.4%,3.38,2.55,8.45,4.64,234.72,8.16,11.8,412,15.6k,541.4,60.7%,17.3%,21%,11,"['Ryze', 'Vex', 'Twisted Fate']",Mid Laner
2021,Winter_Season,GAM Esports,Divkid,17,13,4,76.5%,6.18,2.29,5.41,5.05,255.65,8.92,13.3,462,14.3k,499.9,62.9%,33.5%,23.6%,8,"['Miss Fortune', 'Tristana', 'Lucian']",Bot Laner
2021,Winter_Season,GAM Esports,Sty1e,14,10,4,71.4%,6.07,2.93,6.79,4.39,259.71,8.9,13.5,462,16.6k,569.2,59.4%,28.1%,23.3%,7,"['Jinx', 'Miss Fortune', 'Caitlyn']",Bot Laner
2021,Winter_Season,GAM Esports,2T,2,2,0,100%,3.5,3,9.5,4.33,249,8.16,12.4,407,10.1k,329.6,51%,13.7%,19.6%,2,"['Irelia', 'Ryze']",Mid Laner
2021,Winter_Season,Luxury Esports,Blazes,33,20,13,60.6%,4.12,3.27,6.42,3.22,252.24,8.56,12.6,429,17.8k,602.9,58.1%,22.7%,22.4%,12,"['LeBlanc', 'Twisted Fate', 'Viktor']",Mid Laner
2021,Winter_Season,Luxury Esports,Coated,33,20,13,60.6%,3.79,4.3,5.12,2.07,242,8.21,12.5,426,18.6k,631.3,49.1%,20.9%,22.2%,11,"['Jayce', 'Camille', 'Jax']",Top Laner
2021,Winter_Season,Luxury Esports,H3,33,20,13,60.6%,0.85,3.55,10.3,3.15,27.79,0.94,7.3,248,6.1k,207.8,61.4%,4.7%,12.9%,10,"['Nami', 'Leona', 'Alistar']",Support
2021,Winter_Season,Luxury Esports,Killerqueen,33,20,13,60.6%,5.06,3.33,7.36,3.73,183.91,6.24,11.6,393,13.9k,471.6,68.4%,27.9%,20.4%,10,"['Lee Sin', 'Talon', 'Viego']",Jungler
2021,Winter_Season,Luxury Esports,Vit,30,18,12,60%,4.33,2.93,5.73,3.43,256.87,8.65,12.6,424,15.1k,507,55%,23.7%,22.1%,10,"['Jhin', 'Lucian', 'Caitlyn']",Bot Laner
2021,Winter_Season,Luxury Esports,Shine,3,2,1,66.7%,4.33,2.67,4.33,3.25,242,8.9,11.7,431,15.4k,567.5,52%,26%,21.9%,2,"['Aphelios', 'Jhin']",Bot Laner
2021,Winter_Season,Saigon Buffalo,BeanJ,33,15,18,45.5%,3.03,3.91,7.79,2.77,154.36,5.01,10.3,334,10.1k,328.2,70.1%,19.6%,18.9%,14,"['Jarvan IV', 'Xin Zhao', 'Lee Sin']",Jungler
2021,Winter_Season,Saigon Buffalo,Froggy,33,15,18,45.5%,3.15,3.64,7.27,2.87,219.45,7.12,11.3,367,15k,486.9,67.6%,20.4%,20.8%,15,"['Galio', 'Twisted Fate', 'LeBlanc']",Mid Laner
2021,Winter_Season,Saigon Buffalo,Hasmed,33,15,18,45.5%,4.21,3.55,5.18,2.65,251.42,8.16,12.5,406,18.4k,597,60.9%,27.3%,23%,12,"['Kennen', 'Jayce', 'Gnar']",Top Laner
2021,Winter_Season,Saigon Buffalo,Taki,33,15,18,45.5%,0.82,3.15,9.12,3.15,30.45,0.99,7.3,235,6.2k,202,64.4%,5.3%,13.3%,14,"['Leona', 'Alistar', 'Rakan']",Support
2021,Winter_Season,Saigon Buffalo,Shogun,26,13,13,50%,4.23,2.58,5.73,3.87,283.88,9.18,13.2,427,16.7k,538.6,65.2%,27.7%,24%,10,"['Caitlyn', 'Jhin', 'Jinx']",Bot Laner
2021,Winter_Season,Saigon Buffalo,Arrietty,7,2,5,28.6%,4.14,2.86,5.71,3.45,263,8.65,12.2,401,15.7k,516.1,61.6%,25.9%,23.3%,4,"['Jhin', 'Jinx', 'Aphelios']",Bot Laner
2021,Winter_Season,SBTC Esports,Celebrity,32,11,21,34.4%,4.16,2.84,4.34,2.99,263.84,8.98,12.6,430,14.7k,499.7,63%,30.8%,24.8%,9,"['Jhin', 'Lucian', 'Caitlyn']",Bot Laner
2021,Winter_Season,SBTC Esports,Hiro02,31,11,20,35.5%,2.74,4.19,5.39,1.94,223.9,7.57,11.1,374,13.8k,468.1,58.7%,19.8%,21.5%,16,"['Sett', 'Irelia', 'Ryze']",Mid Laner
2021,Winter_Season,SBTC Esports,CBL,28,11,17,39.3%,1.21,4.11,7.68,2.17,31.04,1.05,7.1,239,4.4k,150,63.8%,8.7%,13.7%,11,"['Leona', 'Thresh', 'Nautilus']",Support
2021,Winter_Season,SBTC Esports,nPer,28,11,17,39.3%,2.54,4.07,5.04,1.86,202.93,6.87,10.6,360,15.4k,520.2,53.9%,18.1%,20.6%,12,"['Gwen', 'Jayce', 'Ornn']",Top Laner
2021,Winter_Season,SBTC Esports,Penguin,28,11,17,39.3%,3,4.18,6,2.15,167.04,5.65,10,337,10.7k,361.4,64.9%,21.6%,19.4%,12,"['Jarvan IV', 'Xin Zhao', 'Nidalee']",Jungler
2021,Winter_Season,SBTC Esports,Artifact,5,0,5,0%,2.6,4,2,1.15,209.8,7.65,9.6,350,14k,511.3,54.8%,31%,22.3%,4,"['Syndra', 'LeBlanc', 'Ryze']",Mid Laner
2021,Winter_Season,SBTC Esports,Fear,4,0,4,0%,0.25,7,6.5,0.96,29,1.05,5.9,214,5.3k,189.6,64.3%,2.4%,13%,3,"['Leona', 'Karma', 'Thresh']",Support
2021,Winter_Season,SBTC Esports,K1thy1,4,0,4,0%,2.75,6.75,6,1.3,117.75,4.2,8.4,298,9.1k,323.5,79.5%,25%,17.8%,3,"['Jarvan IV', 'Viego', 'Lee Sin']",Jungler
2021,Winter_Season,Team Flash.Vietnam,Dante,32,6,26,18.8%,2.25,4.5,5.72,1.77,167.91,5.66,9.8,331,10.3k,348.4,63.6%,18%,19.4%,7,"['Xin Zhao', 'Viego', 'Graves']",Jungler
2021,Winter_Season,Team Flash.Vietnam,Jetsu,32,6,26,18.8%,3.69,4.13,3.84,1.83,257.69,8.68,12.1,407,14.3k,481.1,60.1%,29.4%,23.8%,6,"['Aphelios', 'Jhin', 'Caitlyn']",Bot Laner
2021,Winter_Season,Team Flash.Vietnam,Yoshino,23,5,18,21.7%,2.96,3.65,4.74,2.11,235.52,7.71,11.5,375,15k,489.5,58.6%,22.5%,21.9%,16,"['Gwen', 'Kennen', 'Gnar']",Top Laner
2021,Winter_Season,Team Flash.Vietnam,Harvey,18,2,16,11.1%,2.39,3.67,3.72,1.67,221.39,7.16,10.4,337,14.5k,470,55.3%,21.6%,20.4%,8,"['Syndra', 'LeBlanc', 'Vex']",Mid Laner
2021,Winter_Season,Team Flash.Vietnam,Palette,18,2,16,11.1%,1.5,3,6.61,2.7,36.72,1.18,7.4,239,7.8k,250,68.2%,12.6%,14.2%,10,"['Lulu', 'Rakan', 'Gragas']",Support
2021,Winter_Season,Team Flash.Vietnam,Marcus,16,4,12,25%,3.06,3.31,3.25,1.91,227.25,8.11,11.1,395,13.5k,483.3,46.1%,22.4%,22.2%,7,"['Gwen', 'Jax', 'Camille']",Top Laner
2021,Winter_Season,Team Flash.Vietnam,Arte,14,4,10,28.6%,0.43,4.07,8.21,2.12,32,1.14,6.5,233,4.2k,150,64.7%,3.2%,13.2%,6,"['Thresh', 'Leona', 'Alistar']",Support
2021,Winter_Season,Team Flash.Vietnam,Jarvis,7,1,6,14.3%,2.57,3.29,4.86,2.26,208.14,7.59,10.2,372,15.5k,566.3,63.4%,22%,21.8%,5,"['Syndra', 'Ryze', 'Yone']",Mid Laner
2021,Winter_Season,Team Secret (Vietnamese Team),DNK,34,12,22,35.3%,5,3.71,6.41,3.08,194.53,6.61,11.7,397,12.7k,433.3,68.1%,29.8%,22%,15,"['Kindred', 'Lee Sin', 'Qiyana']",Jungler
2021,Winter_Season,Team Secret (Vietnamese Team),Eddie,34,12,22,35.3%,5.06,2.82,5.06,3.58,269.76,9.17,12.9,440,18k,613.5,60.4%,30.2%,24.5%,11,"['Jhin', 'Jinx', 'Miss Fortune']",Bot Laner
2021,Winter_Season,Team Secret (Vietnamese Team),Nagiya,33,12,21,36.4%,2.55,4.24,6.12,2.04,202.7,6.99,10.4,359,13.7k,471.1,52.1%,15.3%,20%,12,"['Renekton', 'Camille', 'Ornn']",Top Laner
