Year,Tournamment,Team,Player,G,W,L,WR,K,D,A,KDA,CS,CS/M,G.1,G/M,KPAR,KS,GS,CP,Champs,total_games,max_G/M,max_CS/M,max_KDA,max_KPAR
2018,Summer_Season,Vikings Gaming,Hani,31,4,27,12.9,2.35,3.68,3.45,1.58,237.26,8.02,10.6,357.0,50.8,20.6,21.6,18,"Camille, Cho'Gath, Ornn",131,458.0,9.87,6.1,70.9
2018,Summer_Season,Vikings Gaming,Upin,30,4,26,13.3,2.6,3.43,4.57,2.09,230.33,7.79,10.7,364.0,62.9,22.8,22.0,15,"Swain, Lucian, Taliyah",131,458.0,9.87,6.1,70.9
2018,Summer_Season,Vikings Gaming,CBL,24,3,21,12.5,1.33,3.67,5.5,1.86,40.92,1.36,7.1,235.0,62.1,12.1,14.3,10,"Morgana, Shen, Pyke",131,458.0,9.87,6.1,70.9
2018,Summer_Season,Vikings Gaming,Light,23,4,19,17.4,2.48,3.74,4.91,1.98,165.35,5.47,9.9,326.0,61.4,20.6,19.4,9,"Graves, Taliyah, Kindred",131,458.0,9.87,6.1,70.9
2018,Summer_Season,Vikings Gaming,Bear,17,4,13,23.5,3.47,2.94,3.65,2.42,268.12,8.64,11.9,384.0,64.7,31.6,23.0,13,"Ryze, Azir, Galio",131,458.0,9.87,6.1,70.9
2018,Summer_Season,Vikings Gaming,Beeone,11,0,11,0.0,1.55,4.18,4.18,1.37,247.45,8.69,10.3,360.0,50.8,13.7,22.1,8,"Viktor, Lucian, Galio",131,458.0,9.87,6.1,70.9
2018,Summer_Season,Vikings Gaming,Osas,5,1,4,20.0,1.4,6.6,6.8,1.24,31.4,1.11,6.8,241.0,55.4,9.5,13.9,3,"Pyke, Rakan, Morgana",131,458.0,9.87,6.1,70.9
2018,Summer_Season,Vikings Gaming,OPG1,4,0,4,0.0,2.5,5.0,5.5,1.6,231.0,7.92,10.3,355.0,58.2,18.2,21.5,3,"Irelia, Ryze, Galio",131,458.0,9.87,6.1,70.9
2018,Summer_Season,Vikings Gaming,Shinie,4,0,4,0.0,1.25,3.75,3.0,1.13,92.75,3.58,6.9,268.0,68.0,20.0,17.8,4,"Nocturne, Trundle, Gragas",131,458.0,9.87,6.1,70.9
2018,Summer_Season,Vikings Gaming,Eragon,2,0,2,0.0,6.5,8.5,3.0,1.12,165.0,5.96,10.3,371.0,51.4,35.1,20.6,2,"Kassadin, Wukong",131,458.0,9.87,6.1,70.9
2018,Summer_Season,Vikings Gaming,Beo,2,0,2,0.0,0.0,4.0,4.0,1.0,80.5,3.03,6.4,239.0,53.3,0.0,15.3,2,"Taric, Trundle",131,458.0,9.87,6.1,70.9
2018,Summer_Playoffs,Cube Adonis,EasyLove,13,7,6,53.8,3.31,2.38,4.62,3.32,298.31,9.89,13.1,435.0,59.2,24.7,23.9,6,"Kai'Sa, Ashe, Xayah",13,451.0,9.89,10.67,100.0
2018,Summer_Playoffs,Cube Adonis,Kit,13,7,6,53.8,1.15,3.0,7.23,2.79,45.08,1.49,7.3,241.0,62.6,8.6,13.3,4,"Alistar, Gragas, Shen",13,451.0,9.89,10.67,100.0
2018,Summer_Playoffs,Cube Adonis,Pake,13,7,6,53.8,2.23,1.62,6.62,5.48,256.46,8.5,11.5,383.0,66.1,16.7,21.0,6,"Orianna, Karma, Irelia",13,451.0,9.89,10.67,100.0
2018,Summer_Playoffs,Cube Adonis,Sorn,13,7,6,53.8,4.15,3.38,4.92,2.68,167.62,5.56,11.1,369.0,67.8,31.0,20.3,6,"Graves, Sejuani, Jax",13,451.0,9.89,10.67,100.0
2018,Summer_Playoffs,Cube Adonis,yT,11,7,4,63.6,2.82,2.73,7.09,3.63,243.45,8.18,11.8,397.0,68.1,19.4,21.4,7,"Aatrox, Rumble, Maokai",13,451.0,9.89,10.67,100.0
2018,Summer_Playoffs,Cube Adonis,LL,2,0,2,0.0,1.0,4.0,4.0,1.25,292.5,9.01,11.5,355.0,71.4,14.3,22.0,1,Aatrox,13,451.0,9.89,10.67,100.0
2018,Summer_Playoffs,EVOS Esports,RonOP,5,2,3,40.0,1.6,3.2,8.0,3.0,61.6,1.99,7.9,256.0,64.0,10.7,14.2,3,"Shen, Gragas, Alistar",13,451.0,9.89,10.67,100.0
2018,Summer_Playoffs,EVOS Esports,Slay,5,2,3,40.0,4.0,2.8,5.2,3.29,284.4,9.18,12.9,417.0,61.3,26.7,23.1,3,"Swain, Ezreal, Xayah",13,451.0,9.89,10.67,100.0
2018,Summer_Playoffs,EVOS Esports,Stark,5,2,3,40.0,3.0,3.8,6.4,2.47,284.8,9.19,12.8,414.0,62.7,20.0,22.9,4,"Jayce, Jarvan IV, Gnar",13,451.0,9.89,10.67,100.0
2018,Summer_Playoffs,EVOS Esports,Warzone,5,2,3,40.0,3.2,3.0,4.4,2.53,255.2,8.23,11.6,373.0,50.7,21.3,20.7,4,"Aatrox, Galio, Akali",13,451.0,9.89,10.67,100.0
2018,Summer_Playoffs,EVOS Esports,YiJin,5,2,3,40.0,3.2,4.2,5.2,2.0,174.0,5.61,10.7,346.0,56.0,21.3,19.1,3,"Olaf, Kindred, Trundle",13,451.0,9.89,10.67,100.0
2018,Summer_Playoffs,Friends Forever Gaming,Artifact,4,1,3,25.0,2.75,2.75,4.0,2.45,269.25,8.89,11.8,390.0,65.9,26.8,23.1,2,"Yasuo, Ryze",13,451.0,9.89,10.67,100.0
2018,Summer_Playoffs,Friends Forever Gaming,Celebrity,4,1,3,25.0,2.25,3.0,4.25,2.17,281.75,9.3,12.2,401.0,63.4,22.0,23.8,3,"Xayah, Kai'Sa, Tristana",13,451.0,9.89,10.67,100.0
2018,Summer_Playoffs,Friends Forever Gaming,KingJ,4,1,3,25.0,2.0,3.0,3.75,1.92,219.75,7.25,10.2,336.0,56.1,19.5,19.9,3,"Rumble, Ornn, Jayce",13,451.0,9.89,10.67,100.0
2018,Summer_Playoffs,Friends Forever Gaming,Venus,4,1,3,25.0,0.5,3.0,7.25,2.58,45.25,1.49,6.8,226.0,75.6,4.9,13.4,3,"Alistar, Braum, Nautilus",13,451.0,9.89,10.67,100.0
2018,Summer_Playoffs,Friends Forever Gaming,DNK,3,1,2,33.3,3.67,2.0,7.67,5.67,169.33,5.2,11.3,347.0,87.2,28.2,20.0,3,"Gragas, Trundle, Olaf",13,451.0,9.89,10.67,100.0
2018,Summer_Playoffs,Friends Forever Gaming,Kriss,1,0,1,0.0,0.0,3.0,2.0,0.67,113.0,4.83,6.3,268.0,100.0,0.0,18.4,1,Trundle,13,451.0,9.89,10.67,100.0
2018,Summer_Playoffs,Phong Vũ Buffalo,BigKoro,4,3,1,75.0,3.5,1.5,6.0,6.33,276.0,9.51,12.6,435.0,67.9,25.0,22.3,2,"Varus, Xayah",13,451.0,9.89,10.67,100.0
2018,Summer_Playoffs,Phong Vũ Buffalo,Meliodas,4,3,1,75.0,1.5,2.0,6.0,3.75,195.75,6.74,11.1,381.0,53.6,10.7,19.5,3,"Kindred, Graves, Olaf",13,451.0,9.89,10.67,100.0
2018,Summer_Playoffs,Phong Vũ Buffalo,Naul,4,3,1,75.0,3.5,0.75,4.5,10.67,258.5,8.91,11.9,410.0,57.1,25.0,21.0,2,"Zoe, LeBlanc",13,451.0,9.89,10.67,100.0
2018,Summer_Playoffs,Phong Vũ Buffalo,Palette,4,3,1,75.0,0.75,2.0,6.75,3.75,55.75,1.92,7.9,274.0,53.6,5.4,14.0,3,"Tahm Kench, Braum, Rakan",13,451.0,9.89,10.67,100.0
2018,Summer_Playoffs,Phong Vũ Buffalo,Zeros,4,3,1,75.0,4.75,2.25,5.25,4.44,275.0,9.47,13.1,451.0,71.4,33.9,23.1,4,"Urgot, Camille, Sion",13,451.0,9.89,10.67,100.0
2019,Spring_Promotion,Cherry Esports,Akeno,12,8,4,66.7,2.08,4.92,13.75,3.22,41.25,1.37,8.6,287.0,65.3,8.6,14.7,6,"Alistar, Braum, Soraka",19,537.0,9.77,6.5,74.5
2019,Spring_Promotion,Cherry Esports,Cacon,12,8,4,66.7,4.5,3.17,10.25,4.66,151.0,5.02,11.3,374.0,60.8,18.6,19.2,5,"Lee Sin, Camille, Hecarim",19,537.0,9.77,6.5,74.5
2019,Spring_Promotion,Cherry Esports,Taurus,12,8,4,66.7,3.92,3.83,8.0,3.11,212.5,7.07,11.8,392.0,49.1,16.2,20.1,3,"Urgot, Rumble, Jayce",19,537.0,9.77,6.5,74.5
2019,Spring_Promotion,Cherry Esports,Yado,12,8,4,66.7,7.33,3.0,8.33,5.22,237.25,7.89,13.2,438.0,64.6,30.2,22.5,6,"Lissandra, LeBlanc, Irelia",19,537.0,9.77,6.5,74.5
2019,Spring_Promotion,Cherry Esports,Zin,12,8,4,66.7,6.42,3.08,8.67,4.89,245.25,8.15,13.7,457.0,62.2,26.5,23.4,5,"Ezreal, Lucian, Sivir",19,537.0,9.77,6.5,74.5
2019,Spring_Promotion,LP Gaming,Aihgn,7,1,6,14.3,3.14,4.57,8.14,2.47,142.86,4.62,10.4,335.0,63.7,17.7,19.0,4,"Kha'Zix, Graves, Lee Sin",19,537.0,9.77,6.5,74.5
2019,Spring_Promotion,LP Gaming,bByYoO,7,1,6,14.3,1.14,4.86,9.86,2.26,37.57,1.22,7.8,251.0,62.1,6.5,14.3,4,"Rakan, Alistar, Braum",19,537.0,9.77,6.5,74.5
2019,Spring_Promotion,LP Gaming,Escanor,7,1,6,14.3,4.29,4.43,4.29,1.94,207.71,6.72,11.1,360.0,48.4,24.2,20.4,6,"LeBlanc, Irelia, Lissandra",19,537.0,9.77,6.5,74.5
2019,Spring_Promotion,LP Gaming,Tofu,7,1,6,14.3,5.29,4.71,4.71,2.12,275.14,8.9,13.5,438.0,56.5,29.8,24.9,4,"Xayah, Kai'Sa, Ezreal",19,537.0,9.77,6.5,74.5
2019,Spring_Promotion,LP Gaming,Twice,7,1,6,14.3,3.86,4.71,6.14,2.12,217.14,7.02,11.6,376.0,56.5,21.8,21.4,6,"Camille, Sion, Renekton",19,537.0,9.77,6.5,74.5
2019,Spring_Promotion,Sky Gaming,Optimus,8,6,2,75.0,4.25,3.5,8.38,3.61,241.38,8.13,12.2,410.0,55.8,18.8,20.9,5,"Ryze, Yasuo, Lissandra",19,537.0,9.77,6.5,74.5
2019,Spring_Promotion,Sky Gaming,Hai,8,6,2,75.0,1.5,4.38,14.63,3.69,26.5,0.89,7.6,256.0,71.3,6.6,13.1,4,"Alistar, Lulu, Leona",19,537.0,9.77,6.5,74.5
2019,Spring_Promotion,Sky Gaming,KaiZ,8,6,2,75.0,3.5,4.63,11.5,3.24,154.75,5.21,10.7,361.0,66.3,15.5,18.4,6,"Lee Sin, Camille, Trundle",19,537.0,9.77,6.5,74.5
2019,Spring_Promotion,Sky Gaming,Sunsieu,8,6,2,75.0,3.38,2.0,7.5,5.44,235.88,7.95,12.0,404.0,48.1,14.9,20.6,6,"Rumble, Urgot, Aatrox",19,537.0,9.77,6.5,74.5
2019,Spring_Promotion,Sky Gaming,Slayder,6,5,1,83.3,10.0,2.33,5.17,6.5,275.83,9.77,15.2,537.0,67.9,44.8,27.0,2,"Kai'Sa, Xayah",19,537.0,9.77,6.5,74.5
2019,Spring_Promotion,Sky Gaming,Artemis,2,1,1,50.0,10.0,3.0,7.5,5.83,317.5,9.34,17.6,517.0,74.5,42.6,27.3,2,"Lucian, Twitch",19,537.0,9.77,6.5,74.5
2019,Spring_Promotion,Vikings Gaming,CBL,11,4,7,36.4,1.0,5.82,6.18,1.23,24.0,0.85,6.9,245.0,55.2,7.7,13.8,7,"Rakan, Alistar, Fiddlesticks",19,537.0,9.77,6.5,74.5
2019,Spring_Promotion,Vikings Gaming,Light,11,4,7,36.4,3.09,3.45,4.55,2.21,129.36,4.57,9.6,338.0,58.7,23.8,19.0,6,"Jarvan IV, Trundle, Lee Sin",19,537.0,9.77,6.5,74.5
2019,Spring_Promotion,Vikings Gaming,Hawk,11,4,7,36.4,5.18,3.73,3.0,2.2,240.36,8.49,12.0,422.0,62.9,39.9,23.8,7,"Ryze, Irelia, Syndra",19,537.0,9.77,6.5,74.5
2019,Spring_Promotion,Vikings Gaming,Calm,10,4,6,40.0,1.6,3.3,4.9,1.97,210.0,7.48,10.6,379.0,49.6,12.2,21.2,7,"Urgot, Aatrox, Ryze",19,537.0,9.77,6.5,74.5
2019,Spring_Promotion,Vikings Gaming,Upin,8,4,4,50.0,2.75,3.25,5.0,2.38,249.88,8.82,11.5,406.0,53.9,19.1,22.2,6,"Xayah, Kai'Sa, Varus",19,537.0,9.77,6.5,74.5
2019,Spring_Promotion,Vikings Gaming,Police,3,0,3,0.0,1.0,4.0,4.67,1.42,246.67,8.72,11.0,390.0,60.7,10.7,23.8,2,"Ezreal, Xayah",19,537.0,9.77,6.5,74.5
2019,Spring_Promotion,Vikings Gaming,Hani,1,0,1,0.0,0.0,10.0,2.0,0.2,216.0,7.05,9.4,308.0,16.7,0.0,18.3,1,Irelia,19,537.0,9.77,6.5,74.5
2019,Spring_Season,CERBERUS Esports (Vietnamese Team),EasyLove,35,14,21,40.0,3.06,2.8,4.6,2.73,297.63,9.52,13.4,428.0,56.3,22.5,23.6,13,"Kai'Sa, Tristana, Caitlyn",134,454.0,9.94,9.62,74.7
2019,Spring_Season,CERBERUS Esports (Vietnamese Team),Shaoran,35,14,21,40.0,0.89,4.14,6.74,1.84,41.11,1.32,7.8,251.0,56.1,6.5,13.8,8,"Braum, Galio, Thresh",134,454.0,9.94,9.62,74.7
2019,Spring_Season,CERBERUS Esports (Vietnamese Team),Sorn,35,14,21,40.0,3.09,3.54,5.2,2.34,165.09,5.28,10.8,347.0,60.9,22.7,19.1,15,"Nidalee, Rek'Sai, Kindred",134,454.0,9.94,9.62,74.7
2019,Spring_Season,CERBERUS Esports (Vietnamese Team),Pot,23,13,10,56.5,3.26,2.13,5.48,4.1,248.09,8.1,11.8,387.0,58.9,22.0,20.8,11,"Lissandra, Galio, LeBlanc",134,454.0,9.94,9.62,74.7
2019,Spring_Season,CERBERUS Esports (Vietnamese Team),LL,22,12,10,54.5,4.05,2.95,4.5,2.89,270.59,8.82,13.1,427.0,56.6,26.8,22.9,7,"Renekton, Urgot, Riven",134,454.0,9.94,9.62,74.7
2019,Spring_Season,CERBERUS Esports (Vietnamese Team),YT,13,2,11,15.4,2.46,4.0,3.0,1.37,270.62,8.41,12.6,392.0,49.3,22.2,22.6,7,"Urgot, Yorick, Sylas",134,454.0,9.94,9.62,74.7
2019,Spring_Season,CERBERUS Esports (Vietnamese Team),Pake,12,1,11,8.3,2.83,3.83,3.33,1.61,255.92,7.89,11.7,361.0,54.8,25.2,20.7,8,"Syndra, Lissandra, Orianna",134,454.0,9.94,9.62,74.7
2019,Spring_Season,Cherry Esports,Calm,34,11,23,32.4,2.68,3.94,5.85,2.16,188.44,5.7,11.22,363.02,57.4,18.0,19.84,17,"Gragas, Jarvan IV, Aatrox",134,454.0,9.94,9.62,74.7
2019,Spring_Season,Cherry Esports,Yado,34,11,23,32.4,4.03,3.41,5.62,2.83,290.59,8.79,11.22,363.02,65.0,27.1,19.84,14,"Lissandra, Ryze, Yasuo",134,454.0,9.94,9.62,74.7
2019,Spring_Season,Cherry Esports,Zin,34,11,23,32.4,4.5,2.18,4.32,4.05,312.76,9.47,11.22,363.02,59.4,30.3,19.84,10,"Kalista, Vladimir, Lucian",134,454.0,9.94,9.62,74.7
2019,Spring_Season,Cherry Esports,Taurus,27,8,19,29.6,2.41,4.22,5.33,1.83,219.0,6.67,11.22,363.02,54.9,17.1,19.84,15,"Urgot, Renekton, Sejuani",134,454.0,9.94,9.62,74.7
2019,Spring_Season,Cherry Esports,CBL,23,9,14,39.1,1.74,4.22,9.78,2.73,48.7,1.41,11.22,363.02,70.5,10.6,19.84,9,"Galio, Thresh, Shen",134,454.0,9.94,9.62,74.7
2019,Spring_Season,Cherry Esports,Akeno,11,2,9,18.2,0.36,4.45,6.64,1.57,45.73,1.53,7.2,239.0,59.7,3.1,13.8,7,"Alistar, Braum, Morgana",134,454.0,9.94,9.62,74.7
2019,Spring_Season,Cherry Esports,Bun,7,3,4,42.9,2.14,3.71,10.14,3.31,161.29,4.77,11.4,338.0,69.4,12.1,18.4,4,"Skarner, Jarvan IV, Sejuani",134,454.0,9.94,9.62,74.7
2019,Spring_Season,EVOS Esports,RonOP,29,18,11,62.1,0.9,3.24,8.0,2.74,42.0,1.32,11.22,363.02,62.9,6.3,19.84,8,"Alistar, Thresh, Galio",134,454.0,9.94,9.62,74.7
2019,Spring_Season,EVOS Esports,Stark,29,18,11,62.1,2.38,2.93,4.86,2.47,280.45,8.79,11.22,363.02,51.2,16.8,19.84,11,"Aatrox, Renekton, Camille",134,454.0,9.94,9.62,74.7
2019,Spring_Season,EVOS Esports,YiJin,28,17,11,60.7,3.93,2.79,6.64,3.79,171.07,5.38,11.22,363.02,74.7,27.8,19.84,13,"Lee Sin, Sejuani, Jarvan IV",134,454.0,9.94,9.62,74.7
2019,Spring_Season,EVOS Esports,Dia1,20,13,7,65.0,3.8,2.5,5.2,3.6,283.8,8.79,11.22,363.02,58.6,24.8,19.84,13,"Syndra, Ryze, Cassiopeia",134,454.0,9.94,9.62,74.7
2019,Spring_Season,EVOS Esports,Noway,15,10,5,66.7,4.0,2.07,4.67,4.19,303.13,9.76,14.1,454.0,62.5,28.8,24.1,5,"Kai'Sa, Kalista, Lucian",134,454.0,9.94,9.62,74.7
2019,Spring_Season,EVOS Esports,Slay,14,8,6,57.1,3.21,2.36,5.0,3.48,304.64,9.29,11.22,363.02,56.9,22.3,19.84,6,"Lucian, Kai'Sa, Ezreal",134,454.0,9.94,9.62,74.7
2019,Spring_Season,EVOS Esports,Petland,10,6,4,60.0,2.4,2.2,3.6,2.73,311.3,9.94,13.5,431.0,51.3,20.5,22.9,6,"Syndra, Corki, Lissandra",134,454.0,9.94,9.62,74.7
2019,Spring_Season,Friends Forever Gaming,Artifact,35,18,17,51.4,4.11,2.71,5.17,3.42,276.74,8.82,11.22,363.02,62.9,27.9,19.84,12,"Syndra, Cassiopeia, Ryze",134,454.0,9.94,9.62,74.7
2019,Spring_Season,Friends Forever Gaming,Celebrity,35,18,17,51.4,4.2,2.34,5.49,4.13,279.23,8.9,11.22,363.02,65.6,28.4,19.84,8,"Kai'Sa, Kalista, Tristana",134,454.0,9.94,9.62,74.7
2019,Spring_Season,Friends Forever Gaming,DNK,35,18,17,51.4,2.31,2.86,7.51,3.44,148.91,4.75,11.22,363.02,66.5,15.7,19.84,11,"Gragas, Lee Sin, Olaf",134,454.0,9.94,9.62,74.7
2019,Spring_Season,Friends Forever Gaming,Venus,35,18,17,51.4,1.03,3.54,8.94,2.81,46.54,1.48,11.22,363.02,67.5,7.0,19.84,13,"Thresh, Alistar, Braum",134,454.0,9.94,9.62,74.7
2019,Spring_Season,Friends Forever Gaming,KingJ,26,15,11,57.7,3.65,3.19,5.77,2.95,246.88,7.68,11.22,363.02,59.9,23.2,19.84,9,"Urgot, Aatrox, Jayce",134,454.0,9.94,9.62,74.7
2019,Spring_Season,Friends Forever Gaming,Hani,9,3,6,33.3,1.56,2.33,4.44,2.57,227.89,7.82,10.4,356.0,50.0,13.0,20.2,5,"Sylas, Urgot, Renekton",134,454.0,9.94,9.62,74.7
2019,Spring_Season,FTV Esports,Rika,33,10,23,30.3,3.06,4.21,4.67,1.83,234.42,7.98,11.4,389.0,55.3,21.9,21.8,12,"Irelia, Ryze, Poppy",134,454.0,9.94,9.62,74.7
2019,Spring_Season,FTV Esports,Div Kid,32,10,22,31.3,4.03,2.94,5.06,3.1,273.75,9.29,12.9,438.0,63.8,28.3,24.5,9,"Kai'Sa, Ezreal, Varus",134,454.0,9.94,9.62,74.7
2019,Spring_Season,FTV Esports,Victory,26,7,19,26.9,3.54,4.35,4.88,1.94,239.19,8.08,11.3,380.0,65.4,27.5,21.6,15,"Ryze, Lissandra, Aatrox",134,454.0,9.94,9.62,74.7
2019,Spring_Season,FTV Esports,MeoCon,17,6,11,35.3,2.88,3.12,5.18,2.58,155.29,5.43,9.8,343.0,59.8,21.4,19.0,8,"Lee Sin, Nidalee, Nocturne",134,454.0,9.94,9.62,74.7
2019,Spring_Season,FTV Esports,Kuroko,17,5,12,29.4,2.88,4.12,6.59,2.3,174.24,5.87,10.3,346.0,62.2,18.9,19.1,13,"Lee Sin, Sejuani, Akali",134,454.0,9.94,9.62,74.7
2019,Spring_Season,FTV Esports,Papaya,13,4,9,30.8,1.0,3.15,7.69,2.76,53.69,1.83,7.6,258.0,65.3,7.5,14.6,6,"Thresh, Galio, Alistar",134,454.0,9.94,9.62,74.7
2019,Spring_Season,FTV Esports,Milano,11,3,8,27.3,0.64,4.82,9.55,2.11,30.91,1.0,7.4,239.0,73.7,4.6,13.6,4,"Thresh, Braum, Rakan",134,454.0,9.94,9.62,74.7
2019,Spring_Season,FTV Esports,Syaa,9,3,6,33.3,1.22,4.78,9.0,2.14,104.67,3.67,8.5,298.0,68.1,8.1,16.6,8,"Morgana, Graves, Elise",134,454.0,9.94,9.62,74.7
2019,Spring_Season,FTV Esports,Tiger,7,2,5,28.6,1.43,3.14,8.71,3.23,42.43,1.53,7.3,262.0,67.6,9.5,14.4,5,"Braum, Galio, Lissandra",134,454.0,9.94,9.62,74.7
2019,Spring_Season,GAM Esports,Blazes,36,15,21,41.7,3.61,2.58,5.58,3.56,290.78,9.25,13.1,417.0,67.8,26.6,22.8,15,"Zoe, Irelia, Lissandra",134,454.0,9.94,9.62,74.7
2019,Spring_Season,GAM Esports,Yin,36,15,21,41.7,0.97,3.47,7.89,2.55,31.94,1.02,7.7,245.0,65.4,7.2,13.4,9,"Morgana, Rakan, Galio",134,454.0,9.94,9.62,74.7
2019,Spring_Season,GAM Esports,Spot,35,15,20,42.9,3.4,2.83,5.54,3.16,169.17,5.39,11.0,350.0,65.2,24.8,19.2,11,"Lee Sin, Gragas, Kha'Zix",134,454.0,9.94,9.62,74.7
2019,Spring_Season,GAM Esports,Kiaya,33,13,20,39.4,2.7,3.0,3.79,2.16,255.64,8.2,12.2,391.0,48.7,20.3,21.6,13,"Urgot, Aatrox, Ryze",134,454.0,9.94,9.62,74.7
2019,Spring_Season,GAM Esports,Police,32,14,18,43.8,3.16,2.13,5.0,3.84,303.28,9.5,13.6,426.0,58.8,22.7,23.3,7,"Lucian, Varus, Tristana",134,454.0,9.94,9.62,74.7
2019,Spring_Season,GAM Esports,Yoshino,4,2,2,50.0,2.25,4.25,5.75,1.88,290.75,8.44,13.6,394.0,56.1,15.8,20.8,4,"Urgot, Fiora, Jarvan IV",134,454.0,9.94,9.62,74.7
2019,Spring_Season,GAM Esports,Archie,3,1,2,33.3,1.33,2.33,3.67,2.14,242.67,9.05,10.3,384.0,38.5,10.3,21.1,2,"Ezreal, Miss Fortune",134,454.0,9.94,9.62,74.7
2019,Spring_Season,GAM Esports,Hope,1,0,1,0.0,1.0,2.0,2.0,1.5,217.0,7.33,9.1,306.0,60.0,20.0,19.8,1,Morgana,134,454.0,9.94,9.62,74.7
2019,Spring_Season,Phong Vũ Buffalo,BigKoro,32,27,5,84.4,4.56,1.53,6.16,7.0,298.34,9.49,11.22,363.02,55.7,23.7,19.84,9,"Lucian, Kai'Sa, Viktor",134,454.0,9.94,9.62,74.7
2019,Spring_Season,Phong Vũ Buffalo,Naul,32,27,5,84.4,4.13,1.16,7.0,9.62,286.31,9.11,11.22,363.02,57.8,21.4,19.84,10,"Lissandra, LeBlanc, Zoe",134,454.0,9.94,9.62,74.7
2019,Spring_Season,Phong Vũ Buffalo,Palette,32,27,5,84.4,1.31,2.69,11.63,4.81,55.81,1.78,11.22,363.02,67.2,6.8,19.84,13,"Galio, Braum, Rakan",134,454.0,9.94,9.62,74.7
2019,Spring_Season,Phong Vũ Buffalo,Zeros,32,27,5,84.4,5.91,2.88,5.22,3.87,296.91,9.45,11.22,363.02,57.8,30.7,19.84,11,"Irelia, Urgot, Akali",134,454.0,9.94,9.62,74.7
2019,Spring_Season,Phong Vũ Buffalo,Meliodas,28,23,5,82.1,2.75,1.86,9.04,6.35,164.46,5.25,11.22,363.02,64.2,15.0,19.84,10,"Gragas, Lee Sin, Jarvan IV",134,454.0,9.94,9.62,74.7
2019,Spring_Season,Phong Vũ Buffalo,XuHao,4,4,0,100.0,7.5,3.5,11.25,5.36,166.5,5.18,13.3,414.0,73.5,29.4,19.4,4,"Jarvan IV, Rek'Sai, Kindred",134,454.0,9.94,9.62,74.7
2019,Spring_Season,Sky Gaming,Optimus,33,21,12,63.6,3.42,2.82,7.48,3.87,244.42,8.31,11.22,363.02,63.5,19.9,19.84,16,"Ryze, Lissandra, Cassiopeia",134,454.0,9.94,9.62,74.7
2019,Spring_Season,Sky Gaming,Kaiz,33,21,12,63.6,4.0,3.85,7.39,2.96,145.7,4.89,11.22,363.02,64.6,22.7,19.84,10,"Gragas, Rek'Sai, Xin Zhao",134,454.0,9.94,9.62,74.7
2019,Spring_Season,Sky Gaming,Slayder,31,19,12,61.3,5.45,1.97,5.55,5.59,289.81,9.87,11.22,363.02,64.3,31.9,19.84,8,"Kai'Sa, Ezreal, Kalista",134,454.0,9.94,9.62,74.7
2019,Spring_Season,Sky Gaming,Hinn,29,18,11,62.1,1.14,3.48,10.59,3.37,37.48,1.26,11.22,363.02,65.3,6.3,19.84,8,"Thresh, Galio, Braum",134,454.0,9.94,9.62,74.7
2019,Spring_Season,Sky Gaming,Artemis,16,12,4,75.0,4.06,2.56,5.06,3.56,264.19,8.97,12.9,440.0,48.3,21.5,22.5,8,"Yasuo, Cassiopeia, Jax",134,454.0,9.94,9.62,74.7
2019,Spring_Season,Sky Gaming,Sunsieu,13,8,5,61.5,3.46,2.62,7.0,4.0,253.92,8.25,11.22,363.02,56.4,18.7,19.84,7,"Aatrox, Urgot, Renekton",134,454.0,9.94,9.62,74.7
2019,Spring_Season,Sky Gaming,Darrys,8,3,5,37.5,2.5,3.38,4.0,1.93,211.5,7.38,10.2,356.0,48.6,18.7,19.9,4,"Aatrox, Jayce, Sion",134,454.0,9.94,9.62,74.7
2019,Spring_Season,Sky Gaming,Hai,5,3,2,60.0,1.6,4.4,8.2,2.23,35.8,1.23,7.7,266.0,71.0,11.6,14.8,4,"Alistar, Karma, Leona",134,454.0,9.94,9.62,74.7
2019,Spring_Season,Sky Gaming,PuppyK,1,0,1,0.0,3.0,10.0,11.0,1.4,235.0,6.79,12.3,356.0,60.9,13.0,18.2,1,Viktor,134,454.0,9.94,9.62,74.7
2019,Spring_Season,Sky Gaming,Vormund,1,0,1,0.0,2.0,5.0,1.0,0.6,73.0,3.3,6.1,276.0,37.5,25.0,18.4,1,Aatrox,134,454.0,9.94,9.62,74.7
2019,Spring_Playoffs,EVOS Esports,Dia1,13,7,6,53.8,4.85,3.08,6.15,3.58,337.85,9.28,15.8,435.0,61.1,26.9,23.4,5,"Syndra, Corki, Galio",13,477.0,9.94,6.27,73.9
2019,Spring_Playoffs,EVOS Esports,Noway,13,7,6,53.8,5.46,2.0,7.08,6.27,344.15,9.45,16.5,453.0,69.7,30.3,24.3,5,"Lucian, Kalista, Kai'Sa",13,477.0,9.94,6.27,73.9
2019,Spring_Playoffs,EVOS Esports,RonOP,13,7,6,53.8,1.69,3.23,10.15,3.67,48.0,1.32,9.2,254.0,65.8,9.4,13.6,8,"Thresh, Taric, Galio",13,477.0,9.94,6.27,73.9
2019,Spring_Playoffs,EVOS Esports,Stark,13,7,6,53.8,3.69,4.54,7.15,2.39,272.46,7.48,14.2,391.0,60.3,20.5,21.0,7,"Aatrox, Kennen, Hecarim",13,477.0,9.94,6.27,73.9
